#timestamp_lkf,x,y,z,qw,qx,qy,qz
1751615316753371000,-0.3699369503754925681,0.25845220887771136464,0.54437956287236977104,0.9999504593486889803,-0.0023868175635145864009,-0.0014430249178400691382,0.0095550839531016312778
1751615316970794439,-0.43443341786758199463,0.41719410939037082642,0.3704276994635611886,0.8388140149928450251,0.41634951709654455243,0.14520327994307288821,0.31931197183762299874
1751615317186959505,-0.7029534877757775968,-0.032737526619662331295,0.069171152764086737963,0.99999983397558434017,-0.00012857064733946531342,0.00052775099274091563043,0.00019234677563958094246
1751615317401767015,-0.7029534877757775968,-0.032737526619662331295,0.069171152764086737963,0.99999983397558434017,-0.00012857064733946531342,0.00052775099274091563043,0.00019234677563958094246
1751615317615556717,0.70448461494403613603,-0.0040235781445486342237,-0.060706162175418465488,0.99999999388881022355,-1.0130289125271329704e-05,-0.00010698890137105827739,2.59447854849167654e-05
1751615317825954676,0.68560003714070127945,0.16277364453193113314,-0.058799159035842533949,0.99999812943944665911,0.0010784178912427997473,-0.001582497571887413277,-0.00027172393142140720615
1751615318032253981,0.68560003714070127945,0.16277364453193113314,-0.058799159035842533949,0.99999812943944665911,0.0010784178912427997473,-0.001582497571887413277,-0.00027172393142140720615
1751615318535342216,0.67614357655171619665,0.15979116555712152836,0.13153032138234269088,0.99999971467521053814,0.00029613011150051094444,-0.00059638520106258254786,-0.00035676483361177571945
1751615318764677763,0.70602294586699632095,-0.0024945537421571378767,-0.039056076491579619359,0.99999993876531900749,1.4344684598919762894e-05,-0.00032061937347034152705,0.00013952349420235149913
1751615318990565777,0.70602294586699632095,-0.0024945537421571378767,-0.039056076491579619359,0.99999993876531900749,1.4344684598919762894e-05,-0.00032061937347034152705,0.00013952349420235149913
1751615319221622705,0.70602294586699632095,-0.0024945537421571378767,-0.039056076491579619359,0.99999993876531900749,1.4344684598919762894e-05,-0.00032061937347034152705,0.00013952349420235149913
1751615319426081896,0.70602294586699632095,-0.0024945537421571378767,-0.039056076491579619359,0.99999993876531900749,1.4344684598919762894e-05,-0.00032061937347034152705,0.00013952349420235149913
1751615319630288124,0.70602294586699632095,-0.0024945537421571378767,-0.039056076491579619359,0.99999993876531900749,1.4344684598919762894e-05,-0.00032061937347034152705,0.00013952349420235149913
1751615321983433247,0.70602294586699632095,-0.0024945537421571378767,-0.039056076491579619359,0.99999993876531900749,1.4344684598919762894e-05,-0.00032061937347034152705,0.00013952349420235149913
1751615326983789921,0.70602294586699632095,-0.0024945537421571378767,-0.039056076491579619359,0.99999993876531900749,1.4344684598919762894e-05,-0.00032061937347034152705,0.00013952349420235149913
1751615330582705736,0.70602294586699632095,-0.0024945537421571378767,-0.039056076491579619359,0.99999993876531900749,1.4344684598919762894e-05,-0.00032061937347034152705,0.00013952349420235149913
1751615331587571383,0.63884375351733857507,0.076937516493650728866,-0.29318812586409337406,0.99999971264385356662,0.000227616590523171253,-0.00071989094030141284435,6.826369520520093599e-05
1751615331820255280,-0.44336118013401043525,-0.35359690255275533222,-0.42237435345351515004,0.99767489924762642328,-0.010649573979007878957,0.052789973233652393025,0.041768417629762091825
1751615332052896738,0.67122969156385137168,-0.22196441074722750297,-0.013509312518865832994,0.98412197606056528443,-0.10228655581701460997,-0.010564189032556847714,0.14467133317912339585
1751615332285558701,0.67343637802101485867,-0.21492479282087523229,-0.017052219469637652088,0.99979736373716077136,-0.0065485288182578257205,-0.01902611831288264152,-0.00059586616277379446036
1751615332518384457,0.61320284248679279848,-0.069099066291336316836,-0.34526452613001518133,0.99997381347785574413,-0.00056806344456460046346,-0.007115183422788313658,0.0011932423633914336549
1751615332751172066,0.69397545055535969638,-0.080172508905587441808,-0.10940951897467493525,0.99996876359949726787,-0.0011775635931456569002,-0.0077975807432204783526,-0.00053188704637102365066
1751615332983923435,-0.65458560037997992609,0.23560787595164700559,0.12651727378004437585,0.99938650825077024464,0.0096932827515923414285,0.030672182643324417267,-0.013851520051072464812
1751615333216636419,0.62632088010526176802,0.010877956558602061565,-0.32803021995736836303,0.99775238370022290013,0.0010380179828062871105,-0.066590229698901812205,0.0074057172399492011625
1751615333449464083,0.62632088010526176802,0.010877956558602061565,-0.32803021995736836303,0.99775238370022290013,0.0010380179828062871105,-0.066590229698901812205,0.0074057172399492011625
1751615333682260036,-0.64570575468286495191,0.035868222709191231734,-0.28596783573407347223,0.9999984625600030208,-8.6322370760104791764e-05,0.0015013844400296580319,-0.0009018153035429125235
1751615333915020466,-0.67176181256586575685,0.014413175653937163392,-0.2202914604468181603,0.9851941805086886772,0.0048264499189309686619,-0.17047598893166354683,-0.017523392102125938397
1751615334147743464,0.63232235242350287585,-0.087613439229999812152,-0.30412551372701490671,0.97300189044621543388,0.0044200175382088698756,-0.22958550334939917259,-0.023200889742771787366
1751615334380507469,0.61711853038520236847,0.11431098074741928572,-0.32572644832093483602,0.99819643032575777752,0.001632776826998209559,-0.059647868787141636315,-0.0065842443681459507376
1751615334613270044,0.69955979345908736455,0.07644636146360135609,-0.06908002022623091487,0.99999986851757372008,0.00014270210698091200701,-0.00043946249417329451758,-0.00022242675315094440286
1751615334845994473,0.69699965869423019527,0.080643338613832563078,-0.087681969653201213832,0.9999999882620722591,0.00012685438049779982814,7.8554542222133939486e-05,-3.4828224205676918388e-05
1751615335078678846,-0.55823934641590033934,-0.019188326260120881772,0.4335904060844568142,0.99959637845841786685,-0.00053394516883452489055,0.028200971798709319194,0.0033912040606175739878
1751615335311801195,0.68077785494843445768,0.19115816786951653206,-0.00025897601990234741121,0.97989221395472547727,0.0011453948577260532598,0.19841474656774857332,0.021012506894294638582
1751615335512285709,0.69995207076395660195,0.029613996646395263773,0.09586506055845965546,0.98600661943340350835,-0.0030737534646239268211,0.16593442628827650975,0.01572465088741081124
1751615335712811470,-0.27712858649094335162,-0.33778342950427336921,-0.55596951472348199452,0.99864286694449200255,-0.0023776763912812205401,0.051904289356861643689,0.0035659083307477859419
1751615335913378954,-0.27712858649094335162,-0.33778342950427336921,-0.55596951472348199452,0.99864286694449200255,-0.0023776763912812205401,0.051904289356861643689,0.0035659083307477859419
1751615336314205408,-0.67315731947395029966,0.16883207663590674152,-0.1354804530449019162,0.99999961764520473029,0.00039274356381251791705,0.00077250849157579448527,0.00011701524827697218638
1751615336547168493,-0.70190706551156123449,0.085424696646307862746,0.0053937545211658263766,0.99999454130994958057,0.00069108745734368338346,0.0032304088197559364601,6.4863602514662326991e-05
1751615336780104637,0.68803724833983892495,-0.049940406322133285011,0.15527620781473147615,0.99999349257867065077,-0.00035190018300684187394,-0.0035728735981567219179,0.00035431740750966857689
1751615337013012171,-0.65512870691149971414,-0.050231696227767276552,0.26131045534870389613,0.99999186333420309047,-0.00015132204135207954218,0.004000617847007021527,0.00049540273540528672724
1751615337245904446,0.057592810620090008344,0.66203039773601046747,0.24165847934301351585,0.99986169121102619339,0.00065538227170666870074,-0.015450969962243698078,-0.0061185333152711084831
1751615337478868008,0.3310510359804516578,0.58684705596880148981,0.21451294869164391765,0.99087720944071522311,0.10676833530930468497,-0.080037405792859256382,-0.018891587021997006263
1751615337711803675,-0.42397846854811716,-0.25269237761472096437,0.50634851683698334224,0.99883081305919307891,-0.020649295179862355715,0.027818063664630292287,-0.033716002521601930175
1751615337944709778,-0.40797485282933987349,-0.13517637994031994619,0.5615014388092653963,0.99702014132073424335,-0.0388811004006220165,0.029926814958692194574,-0.059527166729553847302
1751615338177588463,0.38270135097094776233,0.4475710436402788317,0.39143305539998873854,0.9998130933260152009,0.003787369767733889548,0.0091640075186619051467,0.016596843383775136682
1751615338410535812,0.56547574919246335057,-0.36137349281501307541,-0.22281466685547299256,0.99993081659564275743,-0.0056995102779695437298,-0.0099492953101923287812,0.0026247148021368163842
1751615338643474579,0.58493629175529726627,0.12135187720731306638,-0.3783163444603253045,0.99983457756894567048,0.0028103787886326917975,-0.017929758426829988521,-0.001201262397686499216
1751615338876383305,0.28330856779607316298,0.035045491674915822677,-0.64692199601389466235,0.9949372019830059477,0.071936668155452895834,-0.048438114115553036754,0.050782171929212589767
1751615339109263897,-0.63181245620290382714,-0.033218669706247261342,-0.31576817472601886871,0.95897482562346092472,0.22347238890912690668,0.11071287492008065334,0.134796270507130167
1751615339342465401,0.24122516560457357704,0.15007138727076077545,-0.64752528769282480248,0.99672676693338335685,0.073655059070255740616,-0.032726803210670146749,0.0062960863631319049713
1751615339544003963,0.13097844591496474176,0.52678750497259907437,-0.4531440955264056103,0.99992470459161897356,0.011587706508418700938,-0.0039553261272781397445,0.00081584340708848619977
1751615339745590687,0.31745021807254908408,0.62930599446794688312,0.056562570418961094498,0.99743684333835980205,-0.01777257911485415065,-0.031130190630942980445,-0.061925682992565560248
1751615339947225571,0.44420675942058518437,0.068771741667353211702,0.54584869921352863198,0.96894661742237675472,-0.20961121166284582551,-0.021795360786782791429,-0.12934664579780122406
1751615340148908854,-0.61745847058798686291,0.0083859035708524504865,0.34449196466745735101,0.96582157669016033275,-0.19331874345846400409,0.032817335593432132856,-0.16952748423757549312
1751615340350464106,-0.63556323055464625238,-0.28800092812634248141,-0.11452006533925662701,0.98988371655116202952,-0.10658343200750994284,0.047662660070593179662,-0.080613091761540051072
1751615340552116871,0.59723313695896873554,-0.36085858704343093395,-0.11442753285450175949,0.99992001346384096205,-0.0054338354529344379262,-0.010729850340083075394,0.0039128529772864762207
1751615340754976988,0.42484448929867868472,-0.47507734976656124104,-0.30628201326771481439,0.99596407243085660621,0.077234415494165292726,0.0286834047635013481,0.035604406769262006427
1751615340957978725,0.65375449999360768505,0.25212345224363441609,-0.095072701480814855723,0.91717424679632086892,0.30142404927876359499,-0.25732185009881686222,0.041477813246568281946
1751615341161122561,0.40903536266091988782,0.45425163486567959881,-0.35545115601824561757,0.96108734303798082355,0.14503998771657949929,-0.17665050963717343624,0.15514225233731801512
1751615341364408016,0.54938841294322637854,-0.16433756362473159185,-0.41372156930188053181,0.98665682254618403135,0.012493460754151107517,-0.16122289171727058332,0.018958036495746208999
1751615341566087961,0.28549389628088234216,0.13513449179880185347,-0.63263884192534403095,0.99848635533163365707,0.043800276809992995386,-0.031548499118999671909,0.010546381903616369735
1751615341767614365,0.68855796550889203367,0.033179015878466985856,-0.15743913439673132282,0.99913475397675122203,0.0082173642692820268035,0.038472442871538344022,0.013494052755906546862
1751615341969186306,-0.53250738347723824972,0.0052199280053458656584,0.4651974192682550302,0.94250004570921142033,-0.0032117713390383945647,0.33204076987815211996,0.037845415861425063531
1751615342170804262,-0.53250738347723824972,0.0052199280053458656584,0.4651974192682550302,0.94250004570921142033,-0.0032117713390383945647,0.33204076987815211996,0.037845415861425063531
1751615342372467756,0.042257028491481260501,0.7032370267490121174,0.060597258620171831622,0.96807213655678536757,0.1377401793300133126,-0.012323182373201790885,0.20907443793231519913
1751615342573942184,-0.38724069641917124862,-0.59001851102692415285,0.043849739820980650207,0.98170953321493636956,-0.15837137691751676516,0.058844583299928136799,-0.087762260593148053167
1751615342806481361,0.090312375336913233714,-0.7007049368117514998,0.029262029810734006136,0.99635620782424660913,-0.05043864129065703944,-0.068722282779145965614,-0.0027383287717827448603
1751615343038967609,0.69017124992877976197,-0.14223579665922311821,-0.058588598895342569595,0.99999494147822320933,-0.00097655547517333865515,-0.0030253514597962634716,-0.00010298501559477811788
1751615343271402836,0.69017124992877976197,-0.14223579665922311821,-0.058588598895342569595,0.99999494147822320933,-0.00097655547517333865515,-0.0030253514597962634716,-0.00010298501559477811788
1751615343570207119,-0.64798812858235943501,-0.072251578175987998809,0.27366237349590294414,0.99999400813972871838,-0.00022859870806322382577,0.0034322109349296252463,0.00038904417363842076424
1751615343802794933,-0.65192194266795022717,-0.10927605881468904769,-0.25111058049786405544,0.9828689427884760299,-0.0027439453131985697479,-0.18247099713699085899,-0.025796264648464233005
1751615344035331488,-0.6743768459888718203,-0.0090464425401349246592,-0.21244771467697573519,0.99917504204356988318,0.00071819103487132129361,-0.040317582152085654212,-0.0048178966653135615189
1751615344267819166,0.70372426366721141378,0.023402694093400920605,0.064995958606823972525,0.99999626356173532127,3.568859659660021422e-05,-0.0027184070565595989596,-0.00028609782809009136643
1751615344500255823,-0.68554304910707231091,-0.032468681566026363905,0.17022488812844410733,0.99992055121345269075,-0.00090023809819406706324,0.01211656286053952071,0.0033570428650144400369
1751615344732814789,-0.37379215140661120609,-0.50164853335677028756,0.32958788892770041201,0.99991626500116181919,-0.0039236809868243823288,0.0072748950090050406095,0.0099570887435981754454
1751615344965368986,-0.5693847471939421645,-0.38513888135875651297,0.16573790070052707435,0.99997826463265437891,-0.002426664864745377119,0.0052604241689718760772,0.0031479354284756825948
1751615345197875023,-0.64086647353689241147,0.094063984802082209469,0.28362321812492968798,0.99690970329802841565,0.0021290998359276848938,0.077717881775220709617,-0.011244610108775896645
1751615345430330753,0.68488643128096171608,0.16586207893765908539,0.058483732932390272707,0.99713510007934413881,0.0034386728301885409985,0.074747269245583031205,0.011073096190849557666
1751615345662852526,0.69703150051926932029,0.01933919531662374805,0.11735877814786904727,0.99999238735531026379,-9.5102920888150401717e-05,-0.0037864557431810754763,-0.00093751787519421171495
1751615345895436525,0.69767971774306691835,-0.022678741608318613021,0.11282147902335497303,0.99829099461510406588,0.00088039314691183635959,-0.058305789839944562047,-0.0038405532717804002907
1751615346127972841,0.7061175811841354788,0.020483162081774735491,0.031279411979747921702,0.99988201594984349452,0.00073039846510901233496,-0.015214647341892121798,-0.0019837349674716440485
1751615346360459328,0.70325605785994771413,0.066086085257555729489,0.032612059438516055598,0.99999829210258395218,0.00025482014284549807425,-0.0017930348385450547814,-0.00036862538905370068878
1751615346593172073,-0.67330106173556114602,-0.18695487184007017478,-0.1082291834997857749,0.99999585905531951369,-0.00071004322761126473403,0.0027751875051964863469,-0.00027576283279413056539
1751615346793499708,-0.66948230971027322678,-0.16282982820456715078,-0.1589964906275281864,0.99999021668675536212,-0.00086096948499265319159,0.0042060656529828953365,-0.0010650230254555363447
1751615346993862629,0.64045204411255074461,-0.10293624678176498122,-0.28146990654515691155,0.99944503055358302479,-0.003659204193691306152,-0.033109499230857847296,-4.6766423231221843971e-05
1751615347194260597,0.65908255816041594333,0.016384349455512221133,-0.25562029383764206525,0.99988850459416334093,-1.4021430818342404498e-05,-0.014888200401552073582,-0.0011487700600248461173
1751615347394693375,0.70365083769107594769,-0.05114336924541879742,0.047537925900002900303,0.99999922476604963251,-0.00068706774155516099969,-0.00073260108644752626288,-0.00073600330594958906193
1751615347594926596,-0.63337139254958518819,-0.030161357009209285862,0.31293924592987992783,0.99992001207148872854,-0.00072266329025558781029,0.012624640441260787799,0.0002562624662564347679
1751615347827711821,-0.59891169730156212925,-0.2135995916241571202,0.30932182844834110735,0.99965383913688121709,-0.003312415229965449872,0.024158106779616533161,0.0098800648309506598765
1751615348060460091,-0.48845727155325763258,0.10916639775858415218,-0.49949193333542696305,0.99957404899229895801,-0.0057389509238697858362,0.016017223504581217658,0.023711465046242882065
1751615348293169260,-0.2410705204203084373,0.66434525109367559281,0.023030230862125598834,0.999623751449143505,0.00177275992957786027,0.012889346683543842498,0.02414699987668232975
